PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,VariantID,Year
-1.0949246251762428,0.15362258035808538,-0.5307698060668428,-0.032428036792499296,-0.5239871943958033,0.5043011478640173,-1.1772443373160917,0.1609685982189427,0.872546853490717,0.2678665128912431,13_32371015_G_A,2024
0.71719326753023,0.22935704840132462,-0.03782414617441067,-0.0687365782347582,0.16632192121180878,-0.005407986949783633,-0.04432227949183329,-0.040375587869514284,-0.03810827921888513,0.021819603269990363,,2024
0.71719326753023,0.22935704840132462,-0.03782414617441067,-0.0687365782347582,0.16632192121180878,-0.005407986949783633,-0.04432227949183329,-0.040375587869514284,-0.03810827921888513,0.021819603269990363,,2024
0.28181297553122175,-0.4063831287784117,-0.08001103069448216,-0.29864205213763534,-0.27024036830616155,-0.47581522002263726,0.04486021805244625,0.2593732261642521,0.210516045115699,-0.13670615945765666,,2024
0.7054976736425039,0.20929405784197383,-0.13264613478609444,-0.053777625707176716,-0.01900118179618812,-0.10270615994497814,0.1949980147047006,0.018880154803232584,0.051974723528997506,-0.030594209695114314,,2024
-0.35124919686319156,-0.2742864305095247,-0.909223394283964,-0.3345602850987845,-0.705301500975658,-0.47534889880652914,0.9630851181928335,0.0889870651319618,0.3137982385057344,-0.09398233707277795,MT_15888_G_A,2024
-0.7199464872358196,0.5660838609893498,-0.0665652721510768,1.0678615155108495,0.325950386899163,0.12484646467206856,0.08087149777607071,0.13081995496922255,-0.4457968282989113,0.6473314701479098,,2024
-0.6587083499861721,-0.9606804183712987,-0.2258132393843887,0.7112061846549025,0.04341956980566935,0.6793607852417198,0.05980951051117814,-0.29574663582706157,0.21452355654761068,-0.33716352398777166,X_153957553_G_T,2024
-0.35124919686319156,-0.2742864305095247,-0.909223394283964,-0.3345602850987845,-0.705301500975658,-0.47534889880652914,0.9630851181928335,0.0889870651319618,0.3137982385057344,-0.09398233707277795,MT_13162_C_A,2024
-0.02961942737595975,-1.1093980601640985,0.4555564570036136,0.49074377705060995,0.21653944739238892,-0.035898339627118386,0.07592307681122873,-0.05654929289494384,-0.11411600818933379,-0.08790189304928128,,2024
-1.3417675972239356,0.0727173607380236,-0.22608856862389365,0.45178189771402294,0.5179697055558385,-0.7364709198141262,-0.31996678918231053,0.0177435344620471,-0.4253622187470909,-0.4461078013266455,X_154929022_A_ATTGGTTAT,2024
0.5323669096120459,0.07357638084497037,0.10408174498949946,0.828385735525094,0.2134724112438977,-0.17072421978820418,0.024639001911653892,-0.008212362403169714,-0.1831487538566644,-0.09676267217857902,,2024
-1.2484033057544526,0.3387806317114565,0.7076479075459328,0.6448877637280487,-0.616081587279537,-0.08823978462645057,0.495466338198936,0.03566413402080563,0.011300916185599173,-0.4557437480412305,X_154366761_C_T,2024
-1.4073805042086167,0.05749447683633804,-0.4556359486837859,0.7210656671321262,0.38358488036346905,-0.16901368948864992,-0.5097987417407298,0.07556317518075037,0.762411792476161,0.06039310479293841,X_148991233_G_A,2024
-0.02961942737595975,-1.1093980601640985,0.4555564570036136,0.49074377705060995,0.21653944739238892,-0.035898339627118386,0.07592307681122873,-0.05654929289494384,-0.11411600818933379,-0.08790189304928128,,2024
0.5323669096120459,0.07357638084497037,0.10408174498949946,0.828385735525094,0.2134724112438977,-0.17072421978820418,0.024639001911653892,-0.008212362403169714,-0.1831487538566644,-0.09676267217857902,,2024
-1.2372442888155442,-0.05478617342887166,-0.11172134669527695,1.0071180849503434,-0.12991419705638105,-0.1536735144924358,-0.2811775318372967,0.3880741377503971,0.021941089402526804,1.0116537167023534,X_154349812_C_T,2024
0.5323669096120459,0.07357638084497037,0.10408174498949946,0.828385735525094,0.2134724112438977,-0.17072421978820418,0.024639001911653892,-0.008212362403169714,-0.1831487538566644,-0.09676267217857902,,2024
0.7235406811252499,0.2597918501207479,-0.02759975855733969,-0.03704187685608111,0.1476954942356066,0.09439995736713008,-0.01856911274646666,-0.09642006564088862,0.007124223558377187,0.003739718192302884,,2024
-0.45981223436944324,-0.771022902060083,-0.41051542152102366,-0.42556102081929587,-0.09897549927740215,0.32699033173951847,0.7116195680969615,-0.37439889983770014,0.0893561598678605,0.10773813267158405,,2024
0.05186213080072906,0.3702083758300982,-0.7560284384535432,0.1662191332152453,0.03319049523173837,0.7735176316072571,-0.07474986903617668,-0.28871679624073343,0.33507463248822766,-0.310796168967312,,2024
-0.02961942737595975,-1.1093980601640985,0.4555564570036136,0.49074377705060995,0.21653944739238892,-0.035898339627118386,0.07592307681122873,-0.05654929289494384,-0.11411600818933379,-0.08790189304928128,,2024
0.6809510534109408,0.22149073403729835,-0.07465874206554082,-0.05424327438904726,0.20631037281845793,0.05825850673841865,-0.05863630273612614,-0.04951945330861567,0.006435067751283156,-0.06153453802882158,,2024
0.2576317608059873,-0.4032302543410789,-0.06838991676454391,-0.363917235576537,-0.32869007367541203,-0.27029116638868317,0.14967372253171232,0.9884528305504368,0.00563570488765763,-0.19999520811207147,,2024
0.2576317608059873,-0.4032302543410789,-0.06838991676454391,-0.363917235576537,-0.32869007367541203,-0.27029116638868317,0.14967372253171232,0.9884528305504368,0.00563570488765763,-0.19999520811207147,,2024
0.13102571581699007,-0.9504645181704112,0.3252716797696417,-0.471653720148144,0.11093925199104952,0.3349419468452562,0.11177529988700761,0.6403670860248961,-0.17395587377959587,-0.03260866625512671,,2024
-1.089395676515325,0.18220687520260576,-0.32116514871211,-0.4569201969205657,-0.5831632852146474,-0.05654921141987282,-1.2201387902674834,-0.04137741874700739,-0.5981986114543926,-0.38218031118154927,13_32319233_C_CA,2024
0.7004795489706466,0.2483997294167805,-0.0035781858718467725,-0.0700150045820742,0.16801293074935222,0.00019605928010568393,0.021788884680387,-0.07398847194492379,0.01737590481766725,0.05288335852680992,,2024
0.17887494446360766,-0.9757205822391962,0.35524551435617063,-0.40225094186328303,0.12566499029875,0.2850832621446193,-0.012118447885102334,-0.11334465646976878,0.11488385229912587,0.029443594449036267,,2024
0.7465713781387755,0.2249006117807377,-0.04131583477244508,-0.019150010763482227,0.1312185007250951,0.016667099108135,-0.06389603706680116,-0.010188563707584364,-0.07046170264413122,0.016046148191248083,,2024
-0.011979123134717412,0.9217184363108016,0.8990835646396055,-0.2431610143388276,-0.004198058810163788,0.04478378843167931,0.02553109463276471,-0.08179346920368767,0.07668355116747029,-0.06958112492079276,,2024
0.7286710393241959,0.21736686639978045,-0.01859998932343118,-0.044441040987191496,0.12536125271555318,0.035105814204961845,-0.06027740986573487,-0.016146635138524726,-0.048046727987029095,0.03579084815235083,,2024
0.6994426096529478,0.2691003181914713,0.0006452184069859554,-0.08210838761782098,0.051516517719354796,-0.07718666945234824,-0.09747757670302136,-0.06191990176984099,-0.05837827215038986,-0.1114373917249601,,2024
0.06375792132724115,0.8976615580825623,0.8697852148917551,-0.22541983497639173,-0.010606567346943473,-0.055767786442298406,0.03362573583753105,-0.054297107775272864,0.1820482116621715,0.08555228926920432,,2024
0.7759124815244597,0.22064757771176197,-0.05423171360344286,-0.06110693767361715,0.12708767074050062,-0.03291315060080431,-0.01912222250412665,-0.018863932513389192,-0.006816989598120753,0.006222912001102108,,2024
0.7759124815244597,0.22064757771176197,-0.05423171360344286,-0.06110693767361715,0.12708767074050062,-0.03291315060080431,-0.01912222250412665,-0.018863932513389192,-0.006816989598120753,0.006222912001102108,,2024
-1.0934563898308793,0.4973640545941983,0.4490029744486594,-0.5167251088339215,-0.7423561233663357,-0.10742107390171987,-0.24917474226799233,-0.23235725431982934,-0.28766778706728735,-0.5057259916995291,11_47346282_G_A,2024
-0.7135169912687601,0.8302016012469464,-0.6003640097249671,-0.3884489023394882,0.7219936373996286,-0.2416107078229301,0.5284454622358046,-0.22516661615332026,0.06512670038472225,0.29437875985109113,,2024
0.7235406811252499,0.2597918501207479,-0.02759975855733969,-0.03704187685608111,0.1476954942356066,0.09439995736713008,-0.01856911274646666,-0.09642006564088862,0.007124223558377187,0.003739718192302884,,2024
-0.012711950544270871,0.9461142985622716,0.924662146902184,-0.2464212849205956,-0.0861777203680893,-0.10004130529384231,-0.04472961836136366,-0.09735307703172466,0.1304869291099024,-0.032108014456857896,,2024
0.04233041739079351,0.9170288001840786,0.9345279645095307,-0.22274513013384648,0.03554989697867603,-0.09708039515648723,-0.07856591967245191,-0.014630082353104883,0.30184788573814686,0.1847358512445831,,2024
0.17346893979154385,-0.9536546357965561,0.3213971771005965,-0.3766624084666754,0.11914715963037194,0.219009394846209,-0.010366189279850573,-0.06123788866658399,0.06104350467368905,0.00944700762432904,,2024
0.7759124815244597,0.22064757771176197,-0.05423171360344286,-0.06110693767361715,0.12708767074050062,-0.03291315060080431,-0.01912222250412665,-0.018863932513389192,-0.006816989598120753,0.006222912001102108,,2024
-1.1489974341235951,0.44274761197921686,0.3195358395638897,-0.5539998539189055,-0.9135265877885295,-0.25503774064640045,-0.4520000461480237,-0.5640085887631647,-0.8792313536480126,-0.008448239745026493,17_8086125_AG_A,2024
0.7465713781387755,0.2249006117807377,-0.04131583477244508,-0.019150010763482227,0.1312185007250951,0.016667099108135,-0.06389603706680116,-0.010188563707584364,-0.07046170264413122,0.016046148191248083,,2024
0.7040149016026429,0.2093017293893178,-0.08755997535383875,-0.1249137735318509,-0.08767179733997772,-0.1080718912253501,-0.08369095562487175,-0.34428623638438804,-0.3937285724015777,0.44720859144371133,,2024
-0.4346494784837693,-0.2594086162006658,-0.8671064248758371,-0.23653438958108775,-0.7932744109570217,-0.28882737617855203,0.23316462070561444,-0.3166739573082507,0.087208535942013,0.9066684733481375,17_50188554_G_A,2024
-1.2310388290043808,-0.35672931972599453,-0.03523722260190771,-0.6210480296718978,0.898062225538522,0.0204791997783448,0.065810759436667,-0.14488454428849454,0.043592692099408824,-0.055286164507545664,,2024
0.7230711275703298,0.22068608256972655,-0.03888488707512628,-0.033801559102442355,0.151761915359622,-0.005702235657488774,-0.06620876342705465,-0.00583457414754672,-0.04733170857278071,0.00893446826762414,,2024
0.730324980395616,0.21850102111110056,-0.059483844192677576,-0.037731058690777794,0.10125727195694398,0.03041916062426065,-0.0657128703083705,-0.0029989440200209093,0.03267559278576049,-0.041811291721847284,,2024
0.1683386434076103,-0.9644734198979682,0.2919908678214366,-0.37537301716526184,0.10432430810543518,0.1652450407853464,-0.014428795408795688,-0.051335874511795034,0.10170833845309107,-0.03295051259254954,,2024
0.1012360577854042,0.36721866290390043,-0.7408535405806799,0.18273134891351475,-0.07186260562977559,0.7456782854930991,-0.08182643660842107,-0.24219628695213863,0.36131515752270504,-0.2910729226603377,,2024
-0.9845830879647837,-0.349529355900241,0.09697774341837787,-0.485100679829323,0.23323314464211942,0.7695679826775288,0.13426073742604408,0.41672477607463804,-0.31811085464863953,0.2318997123306593,,2024
